pairs,scores_lh_prev,coref_label,scores_r1_k1,scores_r0_k1,scores_r1_k0,scores_paired,scores_gpt,scores_llama
"('7da17d4e07ebecf5e7da0098ff454398.b22.7', '666936c62aa6a5074f151422fe6259c9.b11.41')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b22.7', '666936c62aa6a5074f151422fe6259c9.b19.5')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.b22.7', '666936c62aa6a5074f151422fe6259c9.b2.21')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b22.7', '666936c62aa6a5074f151422fe6259c9.b20.34')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.b22.7', '666936c62aa6a5074f151422fe6259c9.b21.17')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.b22.7', '666936c62aa6a5074f151422fe6259c9.b22.34')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b22.7', '666936c62aa6a5074f151422fe6259c9.b34.10')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.b22.7', '7da17d4e07ebecf5e7da0098ff454398.b19.13')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b23.25', '666936c62aa6a5074f151422fe6259c9.b3.5')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.b23.25', '666936c62aa6a5074f151422fe6259c9.b38.9')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b23.25', '7da17d4e07ebecf5e7da0098ff454398.b16.5')",1,1,1,1,1,1,0,0
"('7da17d4e07ebecf5e7da0098ff454398.b24.14', '666936c62aa6a5074f151422fe6259c9.b1.7')",1,1,1,1,1,1,0,0
"('7da17d4e07ebecf5e7da0098ff454398.b24.14', '666936c62aa6a5074f151422fe6259c9.b23.13')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.b24.14', '666936c62aa6a5074f151422fe6259c9.b29.31')",1,1,1,1,1,1,0,0
"('7da17d4e07ebecf5e7da0098ff454398.b24.14', '666936c62aa6a5074f151422fe6259c9.b3.2')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b24.14', '666936c62aa6a5074f151422fe6259c9.b39.11')",1,1,1,1,1,1,0,0
"('7da17d4e07ebecf5e7da0098ff454398.b24.14', '666936c62aa6a5074f151422fe6259c9.b40.1')",1,1,1,1,1,1,1,0
"('7da17d4e07ebecf5e7da0098ff454398.b24.14', '666936c62aa6a5074f151422fe6259c9.b40.7')",0,1,1,1,1,1,0,0
"('7da17d4e07ebecf5e7da0098ff454398.b24.14', '666936c62aa6a5074f151422fe6259c9.t1.11')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b24.14', '7da17d4e07ebecf5e7da0098ff454398.b1.15')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.b26.15', '666936c62aa6a5074f151422fe6259c9.b1.22')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b26.15', '666936c62aa6a5074f151422fe6259c9.b11.16')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b26.15', '666936c62aa6a5074f151422fe6259c9.b36.13')",0,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b26.15', '7da17d4e07ebecf5e7da0098ff454398.b19.2')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b26.8', '666936c62aa6a5074f151422fe6259c9.b1.7')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b26.8', '666936c62aa6a5074f151422fe6259c9.b29.31')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b26.8', '666936c62aa6a5074f151422fe6259c9.b3.2')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.b26.8', '666936c62aa6a5074f151422fe6259c9.b34.6')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b26.8', '666936c62aa6a5074f151422fe6259c9.b39.11')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b26.8', '666936c62aa6a5074f151422fe6259c9.b40.1')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b26.8', '666936c62aa6a5074f151422fe6259c9.t1.11')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b26.8', '7da17d4e07ebecf5e7da0098ff454398.b1.15')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b4.10', '666936c62aa6a5074f151422fe6259c9.b1.10')",0,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.b4.10', '666936c62aa6a5074f151422fe6259c9.b1.17')",0,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b4.10', '666936c62aa6a5074f151422fe6259c9.b11.41')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b4.10', '666936c62aa6a5074f151422fe6259c9.b2.21')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.b4.10', '666936c62aa6a5074f151422fe6259c9.b21.17')",1,1,1,1,1,1,1,0
"('7da17d4e07ebecf5e7da0098ff454398.b4.10', '7da17d4e07ebecf5e7da0098ff454398.b1.13')",1,1,1,0,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.b4.10', '7da17d4e07ebecf5e7da0098ff454398.b22.7')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.b8.1', '666936c62aa6a5074f151422fe6259c9.b22.3')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.b8.1', '666936c62aa6a5074f151422fe6259c9.b37.4')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.b8.24', '666936c62aa6a5074f151422fe6259c9.b22.3')",0,1,0,1,1,1,1,0
"('7da17d4e07ebecf5e7da0098ff454398.b8.24', '666936c62aa6a5074f151422fe6259c9.b37.4')",0,1,0,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.b8.24', '7da17d4e07ebecf5e7da0098ff454398.b8.1')",0,1,0,1,0,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.5', '666936c62aa6a5074f151422fe6259c9.b1.22')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.5', '666936c62aa6a5074f151422fe6259c9.b35.25')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.5', '666936c62aa6a5074f151422fe6259c9.b36.13')",0,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.5', '7da17d4e07ebecf5e7da0098ff454398.b19.2')",1,1,1,1,0,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.5', '7da17d4e07ebecf5e7da0098ff454398.b26.15')",0,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.6', '666936c62aa6a5074f151422fe6259c9.b1.7')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.6', '666936c62aa6a5074f151422fe6259c9.b19.4')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.6', '666936c62aa6a5074f151422fe6259c9.b3.2')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.6', '666936c62aa6a5074f151422fe6259c9.b32.1')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.6', '666936c62aa6a5074f151422fe6259c9.b32.7')",0,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.6', '666936c62aa6a5074f151422fe6259c9.b34.6')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.6', '666936c62aa6a5074f151422fe6259c9.b39.11')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.6', '666936c62aa6a5074f151422fe6259c9.b40.1')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.6', '666936c62aa6a5074f151422fe6259c9.b40.7')",0,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.6', '666936c62aa6a5074f151422fe6259c9.b8.15')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.6', '666936c62aa6a5074f151422fe6259c9.t1.11')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.6', '7da17d4e07ebecf5e7da0098ff454398.b1.15')",1,1,1,1,1,1,1,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.6', '7da17d4e07ebecf5e7da0098ff454398.b24.14')",1,1,1,1,1,1,0,1
"('7da17d4e07ebecf5e7da0098ff454398.t1.6', '7da17d4e07ebecf5e7da0098ff454398.b26.8')",1,1,1,1,1,1,0,1
"('67ad5ecc2a075a26c3c77a8414de2762.b3.12', '67ad5ecc2a075a26c3c77a8414de2762.b2.1')",1,1,1,1,1,1,1,1
"('67ad5ecc2a075a26c3c77a8414de2762.b4.8', '67ad5ecc2a075a26c3c77a8414de2762.b4.12')",0,1,1,1,1,1,1,1
"('67ad5ecc2a075a26c3c77a8414de2762.t1.6', '67ad5ecc2a075a26c3c77a8414de2762.b1.7')",1,1,1,1,1,1,1,1
"('ca5616ed1043ae094adddad8168082be.b2.10', '67ad5ecc2a075a26c3c77a8414de2762.b1.7')",1,1,1,1,1,1,1,1
"('ca5616ed1043ae094adddad8168082be.b2.10', '67ad5ecc2a075a26c3c77a8414de2762.t1.6')",1,1,1,1,1,1,1,1
"('ca5616ed1043ae094adddad8168082be.b2.20', '67ad5ecc2a075a26c3c77a8414de2762.b3.19')",1,1,1,1,1,1,1,1
"('ca5616ed1043ae094adddad8168082be.b3.24', '67ad5ecc2a075a26c3c77a8414de2762.b1.7')",1,1,1,1,1,1,0,1
"('ca5616ed1043ae094adddad8168082be.b3.24', '67ad5ecc2a075a26c3c77a8414de2762.t1.6')",1,1,1,1,1,1,1,1
"('ca5616ed1043ae094adddad8168082be.b3.24', 'ca5616ed1043ae094adddad8168082be.b2.10')",1,1,1,1,1,1,1,0
"('ca5616ed1043ae094adddad8168082be.b6.20', '67ad5ecc2a075a26c3c77a8414de2762.b1.7')",1,1,1,1,1,1,1,1
"('ca5616ed1043ae094adddad8168082be.b6.20', '67ad5ecc2a075a26c3c77a8414de2762.t1.6')",1,1,1,1,1,1,0,1
"('ca5616ed1043ae094adddad8168082be.b6.20', 'ca5616ed1043ae094adddad8168082be.b2.10')",1,1,1,1,1,1,1,1
"('ca5616ed1043ae094adddad8168082be.b6.20', 'ca5616ed1043ae094adddad8168082be.b3.24')",1,1,1,1,1,1,1,1
"('ca5616ed1043ae094adddad8168082be.t1.8', '67ad5ecc2a075a26c3c77a8414de2762.b3.12')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b2.19', '67ad5ecc2a075a26c3c77a8414de2762.b1.7')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b2.19', '67ad5ecc2a075a26c3c77a8414de2762.t1.6')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b2.19', 'ca5616ed1043ae094adddad8168082be.b2.10')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b2.19', 'ca5616ed1043ae094adddad8168082be.b3.24')",1,1,1,1,1,1,0,0
"('ee93f8eb3b34fbd102b2803bcd9413ab.b2.19', 'ca5616ed1043ae094adddad8168082be.b6.20')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b3.23', '67ad5ecc2a075a26c3c77a8414de2762.b1.7')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b3.23', '67ad5ecc2a075a26c3c77a8414de2762.t1.6')",1,1,1,1,1,1,1,0
"('ee93f8eb3b34fbd102b2803bcd9413ab.b3.23', 'ca5616ed1043ae094adddad8168082be.b2.10')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b3.23', 'ca5616ed1043ae094adddad8168082be.b3.24')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b3.23', 'ca5616ed1043ae094adddad8168082be.b6.20')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b3.23', 'ee93f8eb3b34fbd102b2803bcd9413ab.b2.19')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b3.8', '67ad5ecc2a075a26c3c77a8414de2762.b3.12')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b3.8', 'ca5616ed1043ae094adddad8168082be.t1.8')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b31.11', '67ad5ecc2a075a26c3c77a8414de2762.b1.7')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b31.11', '67ad5ecc2a075a26c3c77a8414de2762.t1.6')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b31.11', 'ca5616ed1043ae094adddad8168082be.b3.24')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b31.11', 'ca5616ed1043ae094adddad8168082be.b6.20')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b31.11', 'ee93f8eb3b34fbd102b2803bcd9413ab.b3.23')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b32.13', '67ad5ecc2a075a26c3c77a8414de2762.b1.7')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b32.13', '67ad5ecc2a075a26c3c77a8414de2762.t1.6')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b32.13', 'ca5616ed1043ae094adddad8168082be.b3.24')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b32.13', 'ca5616ed1043ae094adddad8168082be.b6.20')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b32.13', 'ee93f8eb3b34fbd102b2803bcd9413ab.b3.23')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b32.13', 'ee93f8eb3b34fbd102b2803bcd9413ab.b31.11')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b36.7', '67ad5ecc2a075a26c3c77a8414de2762.b1.7')",1,1,1,1,1,1,0,0
"('ee93f8eb3b34fbd102b2803bcd9413ab.b36.7', '67ad5ecc2a075a26c3c77a8414de2762.t1.6')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b36.7', 'ca5616ed1043ae094adddad8168082be.b2.10')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b36.7', 'ca5616ed1043ae094adddad8168082be.b3.24')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b36.7', 'ca5616ed1043ae094adddad8168082be.b6.20')",1,1,1,1,1,1,1,0
"('ee93f8eb3b34fbd102b2803bcd9413ab.b36.7', 'ee93f8eb3b34fbd102b2803bcd9413ab.b3.23')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b36.7', 'ee93f8eb3b34fbd102b2803bcd9413ab.b31.11')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b36.7', 'ee93f8eb3b34fbd102b2803bcd9413ab.b32.13')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b38.3', '67ad5ecc2a075a26c3c77a8414de2762.b1.7')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b38.3', '67ad5ecc2a075a26c3c77a8414de2762.t1.6')",1,1,1,1,1,1,0,0
"('ee93f8eb3b34fbd102b2803bcd9413ab.b38.3', 'ca5616ed1043ae094adddad8168082be.b2.10')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b38.3', 'ca5616ed1043ae094adddad8168082be.b3.24')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b38.3', 'ca5616ed1043ae094adddad8168082be.b6.20')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b38.3', 'ee93f8eb3b34fbd102b2803bcd9413ab.b3.23')",1,1,1,1,1,1,0,0
"('ee93f8eb3b34fbd102b2803bcd9413ab.b38.3', 'ee93f8eb3b34fbd102b2803bcd9413ab.b31.11')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b38.3', 'ee93f8eb3b34fbd102b2803bcd9413ab.b32.13')",1,1,1,1,1,1,0,0
"('ee93f8eb3b34fbd102b2803bcd9413ab.b38.3', 'ee93f8eb3b34fbd102b2803bcd9413ab.b36.7')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.b6.11', 'ee93f8eb3b34fbd102b2803bcd9413ab.b20.14')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.t2.4', '67ad5ecc2a075a26c3c77a8414de2762.b1.7')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.t2.4', '67ad5ecc2a075a26c3c77a8414de2762.t1.6')",1,1,1,1,1,1,0,0
"('ee93f8eb3b34fbd102b2803bcd9413ab.t2.4', 'ca5616ed1043ae094adddad8168082be.b2.10')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.t2.4', 'ca5616ed1043ae094adddad8168082be.b3.24')",1,1,1,1,1,1,1,0
"('ee93f8eb3b34fbd102b2803bcd9413ab.t2.4', 'ca5616ed1043ae094adddad8168082be.b6.20')",1,1,1,1,1,1,0,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.t2.4', 'ee93f8eb3b34fbd102b2803bcd9413ab.b2.19')",1,1,1,1,1,1,1,1
"('ee93f8eb3b34fbd102b2803bcd9413ab.t2.4', 'ee93f8eb3b34fbd102b2803bcd9413ab.b3.23')",1,1,1,1,1,1,1,1
"('6914efa9e2c86ca494828af26f7dc5a8.b2.23', '6914efa9e2c86ca494828af26f7dc5a8.b2.12')",1,1,1,1,1,1,1,1
"('6914efa9e2c86ca494828af26f7dc5a8.b3.16', '6914efa9e2c86ca494828af26f7dc5a8.b2.15')",1,1,1,1,1,1,1,1
"('6914efa9e2c86ca494828af26f7dc5a8.b3.3', '6914efa9e2c86ca494828af26f7dc5a8.b3.26')",0,1,1,1,1,1,1,1
"('6914efa9e2c86ca494828af26f7dc5a8.t1.7', '6914efa9e2c86ca494828af26f7dc5a8.b1.8')",1,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.b15.14', '734fe95f5141acd505319646f0652898.b14.13')",1,1,1,1,1,1,0,1
"('734fe95f5141acd505319646f0652898.b15.7', '734fe95f5141acd505319646f0652898.b14.13')",1,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.b15.7', '734fe95f5141acd505319646f0652898.b15.14')",1,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.b26.7', '734fe95f5141acd505319646f0652898.b14.13')",0,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.b26.7', '734fe95f5141acd505319646f0652898.b15.14')",0,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.b26.7', '734fe95f5141acd505319646f0652898.b15.7')",0,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.b33.13', '734fe95f5141acd505319646f0652898.b19.4')",1,1,1,1,1,1,0,1
"('734fe95f5141acd505319646f0652898.b33.14', '734fe95f5141acd505319646f0652898.b19.5')",1,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.b36.12', '734fe95f5141acd505319646f0652898.b19.5')",0,1,1,1,1,1,0,1
"('734fe95f5141acd505319646f0652898.b36.12', '734fe95f5141acd505319646f0652898.b33.14')",0,1,1,1,1,1,0,0
"('734fe95f5141acd505319646f0652898.b36.17', '734fe95f5141acd505319646f0652898.b19.4')",1,1,1,1,1,1,0,1
"('734fe95f5141acd505319646f0652898.b36.17', '734fe95f5141acd505319646f0652898.b33.13')",1,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.b40.1', '734fe95f5141acd505319646f0652898.b39.3')",1,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.b49.21', '734fe95f5141acd505319646f0652898.b19.5')",0,1,1,1,1,1,0,1
"('734fe95f5141acd505319646f0652898.b49.21', '734fe95f5141acd505319646f0652898.b38.5')",1,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.b49.9', '734fe95f5141acd505319646f0652898.b19.5')",0,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.b49.9', '734fe95f5141acd505319646f0652898.b38.5')",1,1,1,1,1,1,0,1
"('734fe95f5141acd505319646f0652898.b49.9', '734fe95f5141acd505319646f0652898.b49.21')",0,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.b50.2', '734fe95f5141acd505319646f0652898.b36.17')",1,1,1,1,1,1,0,1
"('734fe95f5141acd505319646f0652898.b50.2', '734fe95f5141acd505319646f0652898.b40.1')",1,1,1,1,1,1,0,1
"('734fe95f5141acd505319646f0652898.b50.9', '734fe95f5141acd505319646f0652898.b36.12')",0,1,1,1,1,1,0,1
"('734fe95f5141acd505319646f0652898.b50.9', '734fe95f5141acd505319646f0652898.b38.5')",1,1,1,1,1,1,0,1
"('734fe95f5141acd505319646f0652898.b53.19', '734fe95f5141acd505319646f0652898.b36.12')",1,1,1,1,1,1,0,0
"('734fe95f5141acd505319646f0652898.b53.19', '734fe95f5141acd505319646f0652898.b38.5')",1,1,1,1,1,1,0,1
"('734fe95f5141acd505319646f0652898.b55.12', '734fe95f5141acd505319646f0652898.b36.12')",1,1,1,1,1,1,0,1
"('734fe95f5141acd505319646f0652898.b55.12', '734fe95f5141acd505319646f0652898.b38.5')",1,1,1,1,1,1,0,1
"('734fe95f5141acd505319646f0652898.b55.12', '734fe95f5141acd505319646f0652898.b53.19')",1,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.t1.4', '734fe95f5141acd505319646f0652898.b14.13')",1,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.t1.4', '734fe95f5141acd505319646f0652898.b15.14')",1,1,1,1,1,1,0,1
"('734fe95f5141acd505319646f0652898.t1.4', '734fe95f5141acd505319646f0652898.b15.7')",1,1,1,1,1,1,1,1
"('734fe95f5141acd505319646f0652898.t1.4', '734fe95f5141acd505319646f0652898.b26.7')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b13.13', '734fe95f5141acd505319646f0652898.b14.13')",0,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b13.13', '734fe95f5141acd505319646f0652898.b15.14')",0,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b13.13', '734fe95f5141acd505319646f0652898.b15.7')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b13.13', '734fe95f5141acd505319646f0652898.b26.7')",0,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b13.13', '734fe95f5141acd505319646f0652898.t1.4')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b14.10', '734fe95f5141acd505319646f0652898.b12.31')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b14.10', '734fe95f5141acd505319646f0652898.b14.13')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b14.10', '734fe95f5141acd505319646f0652898.b15.14')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b14.10', '734fe95f5141acd505319646f0652898.b15.7')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b14.10', '734fe95f5141acd505319646f0652898.b23.0')",0,1,1,1,1,1,0,0
"('e6c36fb53d390e7287673fb0da8abdda.b14.10', '734fe95f5141acd505319646f0652898.b26.7')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b14.10', '734fe95f5141acd505319646f0652898.t1.4')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b14.10', 'e6c36fb53d390e7287673fb0da8abdda.b13.13')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b17.22', '734fe95f5141acd505319646f0652898.b47.15')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b17.22', '734fe95f5141acd505319646f0652898.b56.3')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b18.3', '734fe95f5141acd505319646f0652898.b36.17')",1,1,1,1,1,1,0,0
"('e6c36fb53d390e7287673fb0da8abdda.b18.3', '734fe95f5141acd505319646f0652898.b39.3')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b18.3', '734fe95f5141acd505319646f0652898.b40.1')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b18.8', '734fe95f5141acd505319646f0652898.b36.17')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b18.8', '734fe95f5141acd505319646f0652898.b39.3')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b18.8', '734fe95f5141acd505319646f0652898.b40.1')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b18.8', 'e6c36fb53d390e7287673fb0da8abdda.b18.3')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b19.14', '734fe95f5141acd505319646f0652898.b12.31')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b19.14', 'e6c36fb53d390e7287673fb0da8abdda.b14.10')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b2.18', '734fe95f5141acd505319646f0652898.b19.5')",0,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b2.18', '734fe95f5141acd505319646f0652898.b33.14')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b2.18', '734fe95f5141acd505319646f0652898.b36.12')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b2.18', '734fe95f5141acd505319646f0652898.b49.21')",0,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b2.18', '734fe95f5141acd505319646f0652898.b49.9')",0,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b2.18', '734fe95f5141acd505319646f0652898.b50.9')",0,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b2.20', '734fe95f5141acd505319646f0652898.b19.4')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b2.20', '734fe95f5141acd505319646f0652898.b33.13')",1,1,1,1,1,1,1,1
