mention_pair,sentence1,sentence2,im_rationale,lemma1,lemma2,triger_1,trigger2,has_pron,within_doc,pos_tag1,pos_tag2,len_men1,len_men2,topic
"('82b7f544ffdf3c6a82200ab3791358e3.b5.7', '08aff8ef3b50b131c5b642353d139cdc.b16.6')","Maurice Phillips is charged with 3rd degree <m> murder </m> , involuntary manslaughter and recklessly endangering another person , according to police .","Phillips also was charged with involuntary <m> manslaughter </m> , endangering the welfare of a child , recklessly endangering another person and related charges , according to Cameron Kline , spokesperson for the Philadelphia District Attorney ’s office . He is being held without bail ."," Okay, let me think this through...So, in document A, we have the term ""murder"" and in document B, we have the term ""manslaughter"". Both of these terms are related to the death of a person, but they have different legal definitions. Murder is the intentional and premeditated taking of another person's life, while manslaughter is the unintentional or reckless taking of another person's life.Based on the language used in the two documents, it seems that both documents are referring to the same event. The terms ""murder"" and ""manslaughter"" are both used to describe the act of taking someone's life, and the fact that they are used in different contexts suggests that they are referring to the same event.For example, in document A, we have the phrase ""3rd degree murder"", which implies that the death was intentional and premeditated. In contrast, document B uses the term ""involuntary manslaughter"", which suggests that the death was unintentional or reckless. However, both terms are related to the death of a person, and they are both used in the context of a criminal charge.Additionally, the fact that both documents mention the same person, Maurice Phillips, being charged with related crimes suggests that they are referring to the same event.Based on my analysis, it seems that documents A and B are referring to the same event, which involves the death of a person and the criminal charges related to that death.",murder,manslaughter,murder ,manslaughter ,0,0,NOUN,NOUN,1,1,541769
"('82b7f544ffdf3c6a82200ab3791358e3.b9.19', '6569c6e4f286684ac1f45b961e2cdbd9.t1.4')",Phillips allegedly told police he was handling his semiautomatic handgun and accidentally shot his daughter . Police had initially believed that the little girl ’s 5-year - old sibling had found Phillips’ gun and accidentally <m> shot </m> her .,"Father Charged With <m> Shooting </m> , Killing 4-Year - Old Daughter Heads To Trial PHILADELPHIA ( CBS ) – A father charged with the shooting death of his own 4-year old daughter is headed to trial , on Wednesday ."," Okay, let me think this through...Based on the information provided in the two documents, it appears that both events are referring to the same incident. Here's my reasoning:1. Common context: Both documents mention a shooting incident involving a child, which suggests that they are referring to the same event.2. Actions: Both documents mention the act of shooting, with the first document stating that Phillips accidentally shot his daughter, and the second document stating that the father (whom I will refer to as Phillips) is charged with shooting and killing his 4-year-old daughter.3. Actors: Both documents identify the actor responsible for the shooting as Phillips.4. Objects: Both documents mention a handgun, which is the object that was involved in the shooting.5. Locations: Neither document provides a specific location for the shooting, but given that both documents are from Philadelphia, it is likely that the shooting took place in the same location.Now, let me look at the event trigger words more closely:* In document A, the event trigger word is ""shot,"" which refers to the act of firing a weapon.* In document B, the event trigger word is ""Shooting,"" which is a more general term that refers to the act of firing a weapon, but also implies a more deliberate and intentional act.Based on this analysis, it appears that the two documents are referring to the same event, but with slightly different language and focus. Document A focuses more on the accidental shooting of Phillips' daughter, while document B uses more general language to describe the shooting and emphasizes the criminal charges against Phillips.Therefore, I conclude that the two events are the same event, and the pronouns used in the documents refer to the same entities.",shoot,Shooting,shot ,Shooting ,1,0,VERB,VERB,1,1,541769
"('84acb0162ac6240d8d54c9f4534ba7e4.b1.9', '82b7f544ffdf3c6a82200ab3791358e3.b11.15')","Man Charged in Shooting Death of 4-Year - Old Daughter : Police A man is in custody after he allegedly <m> shot </m> and killed his 4-year - old daughter inside a Philadelphia home . The man told police the shooting was accidental , according to investigators . ( Published Monday , April 18 , 2016 )","Police initially believed a 4-year - old girl 's 5-year - old sibling <m> shot </m> her to death by accident in the children 's Kensington home on Saturday . Overnight , though , police sources say the little girl 's mother 's boyfriend admitted to shooting her . NBC10 's Monique Braxton has the latest details . ( Published Sunday , April 17 , 2016 )"," Okay, let's dive into this inner monologue! 🤔As I read through the two documents, I notice that both of them mention a shooting incident involving a 4-year-old girl. The trigger words used in both documents are <m> shot  </m> in document A and <m> shot  </m> in document B. My first thought is, ""Wow, this is some terrible news! A little girl has been shot, and it could have been an accident."" 😔As I continue to analyze the information, I notice that the documents use different pronouns to refer to the girl. In document A, she is referred to as ""his 4-year-old daughter,"" while in document B, she is referred to as ""the little girl's mother's boyfriend."" This makes me wonder if the two documents are talking about the same event or not. 🤔To answer this question, I need to identify any common context, actions, actors, objects, and locations mentioned in both documents. Let me see... 👀In both documents, the shooting incident occurs in a home, specifically a Philadelphia home in document A and a children's Kensington home in document B. Both documents mention that the shooting was accidental, and both use the same trigger words, <m> shot  </m>. 🤯Now, let's look at the actors involved in the incident. In document A, the actor is the man who allegedly shot his 4-year-old daughter, while in document B, the actor is the little girl's mother's boyfriend. 🤔As I analyze the information, I realize that the two documents are indeed referring to the same event! 😮 The man in document A is the same person as the little girl's mother's boyfriend in document B. This means that the shooting incident involved the man's 4-year-old daughter, and he accidentally shot her while in their Philadelphia home. 😔In conclusion, my inner monologue has decided that documents A and B are referring to the same event, and the two documents provide complementary information about the incident. 💡So, the answer to the question is: Yes, the two documents are talking about the same event! 😊",shoot,shoot,shot ,shot ,1,0,VERB,VERB,1,1,541769
"('84acb0162ac6240d8d54c9f4534ba7e4.b10.5', '82b7f544ffdf3c6a82200ab3791358e3.b11.15')",Mom 's Boyfriend Admits to <m> Shooting </m> 4-Year - Old Girl to Death : Sources,"Police initially believed a 4-year - old girl 's 5-year - old sibling <m> shot </m> her to death by accident in the children 's Kensington home on Saturday . Overnight , though , police sources say the little girl 's mother 's boyfriend admitted to shooting her . NBC10 's Monique Braxton has the latest details . ( Published Sunday , April 17 , 2016 )"," Okay, let's do this! 🤔As I read through the two documents, I start to identify common elements that can help me determine whether they are referring to the same event or not. 🤝First, both documents mention the location of the event, which is a children's home in Kensington. 🏡 Second, both documents mention the age of the victim, who is a 4-year-old girl in both cases. 💔Now, let's move on to the event trigger words: <m> Shooting  </m> in document A and <m> shot  </m> in document B. 🔍At first glance, these words seem different, but upon closer inspection, I notice that they are actually referring to the same action. In document A, the phrase <m> Shooting  </m> is used to describe the act of killing the 4-year-old girl, while in document B, the phrase <m> shot  </m> is used to describe the act of shooting the girl, but by someone else - the little girl's 5-year-old sibling. 🤔So, it seems that the two events are actually the same, but described from different perspectives. The little girl's sibling is the one who shot her, but the boyfriend of the girl's mother is the one who ultimately admitted to shooting her. 😱Based on this reasoning, I decide that the two events are indeed the same event. 💯Here's my inner monologue:""Okay, let's see... Both documents mention a 4-year-old girl who was shot in a children's home in Kensington. The trigger words are different, but they both refer to the same action. In document A, the phrase <m> Shooting  </m> is used to describe the act of killing the girl, while in document B, the phrase <m> shot  </m> is used to describe the act of shooting the girl, but by someone else. It seems that the two events are the same, but described from different perspectives. Therefore, I decide that the two events are the same event."" 💬So, to answer the question, yes, the two events are the same event. 💯",shoot,shoot,Shooting ,shot ,0,0,VERB,VERB,1,1,541769
"('84acb0162ac6240d8d54c9f4534ba7e4.b11.15', '08aff8ef3b50b131c5b642353d139cdc.b1.5')","Police initially believed a 4-year - old girl 's 5-year - old sibling <m> shot </m> her to death by accident in the children 's Kensington home on Saturday . Overnight , though , police sources say the little girl 's mother 's boyfriend admitted to shooting her . NBC10 's Monique Braxton has the latest details . ( Published Sunday , April 17 , 2016 )","Dad charged in shooting he blamed on 5-year - old , police say A Philadelphia man accidentally <m> shot </m> and killed his 4-year - old daughter , then tried to blame it on her 5-year - old sister , police and other sources said ."," Okay, let's dive into this inner monologue! 🤔As I read through both documents, I notice that the event trigger words ""shot"" are used in both documents. 🔍 Upon further analysis, I see that the context of the events is similar in both documents. Both documents are reporting on a tragic event involving a child who was shot, and both documents mention the age of the child (4 years old in Document A and 5 years old in Document B). 😔However, as I examine the actors and objects involved in each document, I notice some differences. In Document A, it's mentioned that the little girl's mother's boyfriend admitted to shooting her, while in Document B, it's stated that the father accidentally shot and killed his 4-year-old daughter and then tried to blame it on her 5-year-old sister. 🤫So, here's my decision: Based on the similar context, actions, actors, and objects mentioned in both documents, I believe that the two events are referring to the same event. 🔥 It seems that both documents are reporting on the same tragic incident involving a child who was accidentally shot by a parent or caregiver. 😔Now, let's analyze the entities mentioned in each document:* Actors: In Document A, the mother's boyfriend is mentioned as the shooter, while in Document B, the father is accused of shooting the child.* Objects: Both documents mention the age of the child (4 years old in Document A and 5 years old in Document B).* Location: Both documents mention the location of the event as a home, specifically the children's Kensington home in Document A and a Philadelphia home in Document B.* Pronouns: Both documents use pronouns such as ""she"" and ""her"" to refer to the child, indicating that they are referring to the same child. 🔍Based on this analysis, I conclude that the two events are the same event, and the difference in the language used in each document is likely due to variations in reporting style or differences in the sources consulted by the reporters. 🤔Therefore, my decision is that Documents A and B are referring to the same event involving the accidental shooting of a 4-year-old child by a parent or caregiver. 😔",shoot,shoot,shot ,shot ,1,0,VERB,VERB,1,1,541769
"('84acb0162ac6240d8d54c9f4534ba7e4.b11.15', '08aff8ef3b50b131c5b642353d139cdc.b3.16')","Police initially believed a 4-year - old girl 's 5-year - old sibling <m> shot </m> her to death by accident in the children 's Kensington home on Saturday . Overnight , though , police sources say the little girl 's mother 's boyfriend admitted to shooting her . NBC10 's Monique Braxton has the latest details . ( Published Sunday , April 17 , 2016 )","Maurice Phillips , 30 , was arraigned Monday morning on third - degree murder charges and some lesser related charges , police said . Before he was charged , he initially told police that one of his other children had <m> shot </m> the girl , a source close to the investigation told CNN."," Okay, let me think this through...The inner monologue:* Hmm, both documents mention the word ""shot"" in relation to a child's death.* Wait, what? The same event? But how can that be? The documents are from different sources and different dates.* Okay, let me back up and look at the context clues. Both documents are talking about a child who died after being shot, but they give different information about the circumstances surrounding the death. Document A says the child was shot by her 5-year-old sibling, while Document B says the child was shot by her mother's boyfriend.* Hmm, that's interesting. So, are they talking about the same event or not? Let me break it down...* Both documents mention the child's age (4 or 5 years old) and the location of the event (Kensington).* Both documents also mention the word ""shot"" in relation to the child's death.* However, Document A implies that the shooting was an accident, while Document B suggests that the shooting was intentional.* Wait, what? So, the same event could have happened twice? But how is that possible?* Ah, I see. The event is the same, but the perspectives of the documents are different. Document A is from the police perspective, while Document B is from the accused's perspective.* So, the entities referred to by the pronouns in the documents are different. In Document A, the pronoun ""she"" refers to the 5-year-old girl who died, while in Document B, the pronoun ""he"" refers to the accused, Maurice Phillips.* Okay, I think I've got it. The two documents are referring to the same event, but they are telling different parts of the story. The event is the death of a 5-year-old girl who was shot in Kensington, but the circumstances surrounding the death are different in each document.In conclusion, the two documents are not talking about the same event, but they are referring to the same event from different perspectives. The event is the death of a 5-year-old girl who was shot in Kensington, but the details of the event are different in each document.",shoot,shoot,shot ,shot ,1,0,VERB,VERB,1,1,541769
"('84acb0162ac6240d8d54c9f4534ba7e4.b11.15', '08aff8ef3b50b131c5b642353d139cdc.b9.10')","Police initially believed a 4-year - old girl 's 5-year - old sibling <m> shot </m> her to death by accident in the children 's Kensington home on Saturday . Overnight , though , police sources say the little girl 's mother 's boyfriend admitted to shooting her . NBC10 's Monique Braxton has the latest details . ( Published Sunday , April 17 , 2016 )","“ After an investigation , ( Phillips ) admitted to accidentally <m> shooting </m> the victim , and stated that the sibling had nothing to do with it , ” Sgt . Eric Gripp told CNN affiliate KYW on Sunday ."," Okay, let's break this down. Document A mentions a 4-year-old girl who was shot to death in a Kensington home on Saturday. Document B mentions a victim who was accidentally shot by someone, with the sibling having nothing to do with it.First, let's identify the common context between the two documents. Both documents are talking about an event that occurred on Saturday, and both documents mention a child who was shot.Next, let's look at the actions involved in the event. In Document A, the child was shot by her 5-year-old sibling. In Document B, the person being referred to as ""the victim"" was accidentally shot by someone.Now, let's consider the actors involved in the event. In Document A, the actors are the 4-year-old girl, her 5-year-old sibling, and the mother's boyfriend. In Document B, the actor is (Phillips), who admitted to accidentally shooting the victim.Moving on to objects involved in the event, both documents mention a shooting or being shot.Finally, let's look at the locations involved in the event. Document A mentions a Kensington home, while Document B does not provide a specific location.Based on the information provided, it appears that the two events are referring to the same incident. The language used in both documents is ambiguous, but the common context, actions, actors, objects, and locations suggest that the two events are the same.To confirm this, we can look at the pronouns used in the documents. In Document A, the pronouns used are ""she"" and ""her,"" which refer to the 4-year-old girl. In Document B, the pronouns used are ""he"" and ""his,"" which refer to the person being referred to as ""the victim."" This suggests that the two events are indeed referring to the same incident, with the 4-year-old girl being the victim in one document and the person being referred to as ""the victim"" in the other.In conclusion, based on the information provided, it appears that Document A and Document B are referring to the same event, with the 4-year-old girl being the victim in both documents.",shoot,shoot,shot ,shooting ,0,0,VERB,VERB,1,1,541769
"('84acb0162ac6240d8d54c9f4534ba7e4.b11.15', '6569c6e4f286684ac1f45b961e2cdbd9.b3.18')","Police initially believed a 4-year - old girl 's 5-year - old sibling <m> shot </m> her to death by accident in the children 's Kensington home on Saturday . Overnight , though , police sources say the little girl 's mother 's boyfriend admitted to shooting her . NBC10 's Monique Braxton has the latest details . ( Published Sunday , April 17 , 2016 )",Authorities say Maurice Phillips was carelessly waving a gun around in his Kensington home last April when he <m> shot </m> his daughter in the head .," Okay, let me think this through...Both documents are talking about the same event, but they are using different language and perspectives to describe it. Here's how I've reverse-engineered my reasoning:1. Common context: Both documents mention the location of the event, which is Kensington. This suggests that the event took place in the same general area.2. Actions: Both documents mention a person (Maurice Phillips in Document B) waving a gun around, which led to someone (the 4-year-old girl in Document A or Maurice Phillips in Document B) being shot. This suggests that there was some kind of altercation involving a gun.3. Actors: Document A mentions the 4-year-old girl and her mother's boyfriend, while Document B mentions Maurice Phillips and his daughter. However, both documents agree that there was at least one person involved in the altercation who was shot.4. Objects: The objects involved in the altercation are the gun and the 4-year-old girl in Document A, and the gun in Document B.5. Locations: Both documents mention the location of the event as Kensington.Based on these similarities, it seems likely that the two events are the same. The use of different language and perspectives in the documents suggests that they may be telling the same story from different angles. For example, Document A may be focusing on the 4-year-old girl's perspective, while Document B may be focusing on Maurice Phillips' perspective.In terms of the entities referred to by the pronouns used in the documents, it's not clear who is being referred to by ""she"" in Document A, but it's likely that the 4-year-old girl is being referred to. Similarly, ""he"" in Document B is likely referring to Maurice Phillips.Overall, based on the similarities in language, actions, actors, objects, and locations, it seems likely that the two events are the same event.",shoot,shoot,shot ,shot ,1,0,VERB,VERB,1,1,541769
"('84acb0162ac6240d8d54c9f4534ba7e4.b11.15', '6569c6e4f286684ac1f45b961e2cdbd9.t1.4')","Police initially believed a 4-year - old girl 's 5-year - old sibling <m> shot </m> her to death by accident in the children 's Kensington home on Saturday . Overnight , though , police sources say the little girl 's mother 's boyfriend admitted to shooting her . NBC10 's Monique Braxton has the latest details . ( Published Sunday , April 17 , 2016 )","Father Charged With <m> Shooting </m> , Killing 4-Year - Old Daughter Heads To Trial PHILADELPHIA ( CBS ) – A father charged with the shooting death of his own 4-year old daughter is headed to trial , on Wednesday ."," Okay, let's dive into this inner monologue! 🤔As I read through both documents, I notice that the event trigger words are similar but not identical. In document A, the event trigger word is ""shot,"" while in document B, it's ""Shooting."" Hmm, could this mean that the two events are different? 🤷‍♀️But wait, there are some similarities too! Both documents refer to a 4-year-old girl being involved in the event, and both use the phrase ""headed to trial."" 🤔Let me think this through... If the event trigger word in document A is ""shot,"" then it's possible that the event refers to the little girl being accidentally shot by her sibling. However, if the event trigger word in document B is ""Shooting,"" then it could refer to a deliberate act of violence committed by the father. 💡But wait, there's more! Both documents mention the location of the event as a ""children's Kensington home"" and a ""Philadelphia trial."" 🏡🚤Okay, I think I've got it! The two events are actually the same! 💥 The little girl in document A was accidentally shot by her sibling, and the father in document B was charged with shooting his own 4-year-old daughter. The similarities in language and location suggest that the two events are referring to the same incident. 🕰️So, to answer the question, yes, the two documents are talking about the same event! 😊",shoot,Shooting,shot ,Shooting ,1,0,VERB,VERB,1,1,541769
"('84acb0162ac6240d8d54c9f4534ba7e4.b11.15', '82b7f544ffdf3c6a82200ab3791358e3.b1.9')","Police initially believed a 4-year - old girl 's 5-year - old sibling <m> shot </m> her to death by accident in the children 's Kensington home on Saturday . Overnight , though , police sources say the little girl 's mother 's boyfriend admitted to shooting her . NBC10 's Monique Braxton has the latest details . ( Published Sunday , April 17 , 2016 )","Man Charged in Shooting Death of 4-Year - Old Daughter : Police A man is in custody after he allegedly <m> shot </m> and killed his 4-year - old daughter inside a Philadelphia home . The man told police the shooting was accidental , according to investigators . ( Published Monday , April 18 , 2016 )"," Okay, let's do this! 🤔As I read through both documents, I notice that the event trigger words are the same in both: <m> shot  </m>. This immediately makes me think that these two documents are referring to the same event. 🤝To confirm, I start to identify the common context, actions, actors, objects, and locations mentioned in both documents. Here's what I find:Context: Both documents are talking about a shooting incident that occurred in a home, specifically a Kensington home in Document A and a Philadelphia home in Document B. 🏠Actions: In both documents, a person (either the mother's boyfriend or the man accused) allegedly shot someone (the 4-year-old girl in Document A and the man's 4-year-old daughter in Document B). 🔫Actors: The actors mentioned in both documents are the mother's boyfriend in Document A and the man accused in Document B. 🤝Objects: The only object mentioned in both documents is the gun used in the shooting (<m> shot  </m>). 🔫Locations: Both documents mention the location of the shooting as a home, specifically the Kensington home in Document A and the Philadelphia home in Document B. 🏠Based on the similarities in the context, actions, actors, objects, and locations mentioned in both documents, it is clear that they are referring to the same event. 💯So, to answer your question, yes, Documents A and B are talking about the same event. 😊Now, let me reverse-engineer my reasoning to show how I arrived at this conclusion:1. Identified common event trigger words: The first step was to identify the event trigger words in both documents, which are <m> shot  </m>. This told me that the two documents are likely referring to the same event. 🔍2. Contextual analysis: I analyzed the context in which the event trigger words were used in both documents. I found that both documents are talking about a shooting incident that occurred in a home, which further confirmed that they are referring to the same event. 🏠3. Actor analysis: I identified the actors mentioned in both documents, which are the mother's boyfriend in Document A and the man accused in Document B. Both documents mention the same actor, which suggests that they are referring to the same event. 🤝4. Object analysis: I analyzed the objects mentioned in both documents, which is the gun used in the shooting. Both documents mention the same object, which reinforces the idea that they are referring to the same event. 🔫5. Location analysis: I analyzed the locations mentioned in both documents, which are the Kensington home in Document A and the Philadelphia home in Document B. Both documents mention the same location, which further supports the conclusion that they are referring to the same event. 🏠By carefully analyzing the common context, actions, actors, objects, and locations mentioned in both documents, I was able to determine that they are referring to the same event. 💯Therefore, the answer to your question is yes, Documents A and B are talking about the same event. 😊",shoot,shoot,shot ,shot ,1,0,VERB,VERB,1,1,541769
"('84acb0162ac6240d8d54c9f4534ba7e4.b11.15', '82b7f544ffdf3c6a82200ab3791358e3.b10.5')","Police initially believed a 4-year - old girl 's 5-year - old sibling <m> shot </m> her to death by accident in the children 's Kensington home on Saturday . Overnight , though , police sources say the little girl 's mother 's boyfriend admitted to shooting her . NBC10 's Monique Braxton has the latest details . ( Published Sunday , April 17 , 2016 )",Mom 's Boyfriend Admits to <m> Shooting </m> 4-Year - Old Girl to Death : Sources," Okay, let's dive into this inner monologue. Here are my thoughts as I analyze Documents A and B:1. Common context: Both documents mention the death of a 4-year-old girl, which suggests that the event they are referring to is the same.2. Actions: In Document A, it is mentioned that the girl was shot to death by her 5-year-old sibling, while in Document B, it is stated that the girl's mother's boyfriend admitted to shooting her. This suggests that the event in Document A is different from the event in Document B, as the actions taken are different.3. Actors: In Document A, the actors involved are the 5-year-old sibling and the mother's boyfriend, while in Document B, the actors involved are the mother's boyfriend and the 4-year-old girl. This suggests that the event in Document A is different from the event in Document B, as the actors involved are different.4. Objects: Neither document mentions any specific objects related to the event, so I cannot determine if the objects are the same.5. Locations: Both documents mention the children's Kensington home, which suggests that the event took place at the same location.Based on my analysis, it appears that Documents A and B are referring to two different events. The event in Document A involves the 5-year-old sibling shooting the 4-year-old girl to death, while the event in Document B involves the mother's boyfriend admitting to shooting the 4-year-old girl to death. While the location of the events is the same, the actions, actors, and objects involved are different, indicating that the events are not the same. Therefore, I conclude that Documents A and B are not referring to the same event.",shoot,shoot,shot ,Shooting ,0,0,VERB,VERB,1,1,541769
"('84acb0162ac6240d8d54c9f4534ba7e4.b11.15', '84acb0162ac6240d8d54c9f4534ba7e4.b1.9')","Police initially believed a 4-year - old girl 's 5-year - old sibling <m> shot </m> her to death by accident in the children 's Kensington home on Saturday . Overnight , though , police sources say the little girl 's mother 's boyfriend admitted to shooting her . NBC10 's Monique Braxton has the latest details . ( Published Sunday , April 17 , 2016 )","Man Charged in Shooting Death of 4-Year - Old Daughter : Police A man is in custody after he allegedly <m> shot </m> and killed his 4-year - old daughter inside a Philadelphia home . The man told police the shooting was accidental , according to investigators . ( Published Monday , April 18 , 2016 )"," Okay, let's go through this step by step.In document A, the event trigger word is ""shot,"" and in document B, the event trigger word is also ""shot."" Hmm, this could be tricky. Let me think this through...First, I need to identify the common context between the two documents. Both documents are talking about a shooting incident that occurred in Philadelphia. Great, that helps narrow it down a bit.Next, I need to identify the common actions, actors, objects, and locations mentioned in both documents. In document A, the action is the shooting of a 5-year-old girl by her 4-year-old sibling, and the actors are the girl's mother and her boyfriend. In document B, the action is the shooting of a 4-year-old daughter by her father, and the actors are the father and the police.Now, here's where it gets interesting. Both documents mention the location of the shooting as Philadelphia, and both documents mention the age of the victim as 4 years old. However, there's a discrepancy in the identity of the perpetrator. In document A, the perpetrator is the girl's 4-year-old sibling, while in document B, the perpetrator is the victim's father.So, my decision is that the two events are not the same event. The perpetrator's identity is different in the two documents, which means they are referring to different incidents. Therefore, the two documents are not talking about the same event.Reasoning:1. Common context: Both documents are talking about a shooting incident in Philadelphia.2. Common actions: Both documents mention a shooting incident, but the actions involved are different. In document A, the 4-year-old sibling shoots the 5-year-old girl, while in document B, the father shoots the 4-year-old daughter.3. Common actors: Both documents mention the girl's mother and her boyfriend/father, respectively, as the actors involved in the shooting.4. Common objects: Both documents mention the location of the shooting as Philadelphia.5. Common locations: Both documents mention the location of the shooting as Philadelphia.6. Discrepancy in perpetrator's identity: The perpetrator's identity is different in the two documents, which suggests they are referring to different incidents.In conclusion, the two documents are not talking about the same event. The perpetrator's identity is different in the two documents, which means they are referring to different incidents. Therefore, the answer is no, they are not talking about the same event.",shoot,shoot,shot ,shot ,1,1,VERB,VERB,1,1,541769
"('84acb0162ac6240d8d54c9f4534ba7e4.b11.15', '84acb0162ac6240d8d54c9f4534ba7e4.b10.5')","Police initially believed a 4-year - old girl 's 5-year - old sibling <m> shot </m> her to death by accident in the children 's Kensington home on Saturday . Overnight , though , police sources say the little girl 's mother 's boyfriend admitted to shooting her . NBC10 's Monique Braxton has the latest details . ( Published Sunday , April 17 , 2016 )",Mom 's Boyfriend Admits to <m> Shooting </m> 4-Year - Old Girl to Death : Sources," Okay, let's dive into this inner monologue! 🤔As I read through both documents, I notice that the event trigger words are the same in both cases: <m> shot  </m> in document A and <m> Shooting  </m> in document B. 🔍My first thought is, ""Wait, are these documents talking about the same event?"" 🤔To answer this question, I need to identify the common context, actions, actors, objects, and locations mentioned in both documents. 🔍Context: Both documents mention a child's death, which suggests that the event is related to a tragic incident involving a young child. 💔Actions: In document A, it is mentioned that the 4-year-old girl was shot to death by accident in her home. In document B, it is stated that the mother's boyfriend admitted to shooting the 4-year-old girl to death. 🔥Actors: The actors mentioned in both documents are the 4-year-old girl, her mother's boyfriend, and the police. 👥Objects: Both documents mention the location of the event as the children's Kensington home, and they also mention the mother's boyfriend admitting to shooting the child. 🏠🔥Locations: The event is said to have taken place in the children's Kensington home. 🏙️Based on the above analysis, I can conclude that the two documents are indeed referring to the same event! 🎉The common context, actions, actors, objects, and locations mentioned in both documents suggest that the event is a tragic incident involving the accidental shooting of a 4-year-old girl in her home, which her mother's boyfriend later admitted to. 😔So, to answer the question, yes, documents A and B are talking about the same event! 😊",shoot,shoot,shot ,Shooting ,0,1,VERB,VERB,1,1,541769
"('84acb0162ac6240d8d54c9f4534ba7e4.b11.18', '6569c6e4f286684ac1f45b961e2cdbd9.t1.6')","Police initially believed a 4-year - old girl 's 5-year - old sibling shot her to <m> death </m> by accident in the children 's Kensington home on Saturday . Overnight , though , police sources say the little girl 's mother 's boyfriend admitted to shooting her . NBC10 's Monique Braxton has the latest details . ( Published Sunday , April 17 , 2016 )","Father Charged With Shooting , <m> Killing </m> 4-Year - Old Daughter Heads To Trial PHILADELPHIA ( CBS ) – A father charged with the shooting death of his own 4-year old daughter is headed to trial , on Wednesday ."," Inner Monologue:Okay, let's see... Both documents are referring to a tragic event involving the death of a 4-year-old girl. The event trigger words in Document A are ""death"" and in Document B are ""Killing"". Hmm... At first glance, it seems like we're dealing with two different incidents. But wait, there are some similarities too. Both documents mention a child dying, and both use the term ""Killing"" to describe the act. Could it be that the same event is being referred to in both documents? Let's break it down:Common Context: Both documents are talking about a child dying, which suggests that the event occurred in a specific context.Actions: In Document A, it's mentioned that the child was shot by her mother's boyfriend, while in Document B, it's stated that the father is charged with shooting his own daughter. These actions are different, but could they be related to the same event?Actors: In Document A, the actors involved are the mother's boyfriend and the child, while in Document B, the actors are the father and the child. Are these actors the same?Objects: Neither document mentions any specific objects related to the event.Locations: Both documents mention a location - Kensington in Document A and Philadelphia in Document B. Could these locations be related to the same event?Now, let's look at the pronouns used in each document:Document A: ""her"", ""she"", ""her sibling""Document B: ""his"", ""he"", ""his daughter""It seems that both documents are using different pronouns to refer to the same person - the 4-year-old girl. This suggests that the events described in each document are related to the same child.Based on the above analysis, it appears that Document A and Document B are referring to the same event - the shooting death of a 4-year-old girl in Philadelphia. The different language used in each document may be due to different sources or perspectives on the same event.",death,kill,death ,Killing ,1,0,NOUN,NOUN,1,1,541769
"('84acb0162ac6240d8d54c9f4534ba7e4.b15.15', '08aff8ef3b50b131c5b642353d139cdc.b4.3')",Police are still investigating and trying to determine whether the man 's claim that the <m> shooting </m> was an accident is true .,"Phillips was home with his seven children Saturday afternoon , watching TV and playing in his bedroom , when the shooting occurred , Philadelphia police said . After a single <m> gunshot </m> , Tahirah Phillips , 4 , fell to the floor with a bullet wound to her head , police said ."," Okay, let me think this through...The event trigger words in both documents are ""shooting"" and ""gunshot"". At first glance, it seems like these could be two separate events, but let me see if I can find any connections between them.It appears that both documents are referring to the same event, based on the context and the information provided. In document A, the man is being investigated for an accidental shooting, while in document B, a shooting occurs at the home of Tahirah Phillips, resulting in the death of her 4-year-old daughter.The common context between the two documents is the presence of a shooting, which suggests that they are referring to the same event. Additionally, the use of the same term ""gunshot"" in both documents further supports this conclusion.Now, let me look at the actors and objects involved in each document:In document A, the man is being investigated for the shooting, but there is no information provided about who else was involved. In document B, the shooting occurs at the home of Tahirah Phillips, and her 4-year-old daughter is the one who is shot and killed.Based on this information, it seems that the man in document A is likely the same person who is involved in the shooting in document B. Additionally, the location of the shooting in both documents is the same - a home in Philadelphia.Finally, let me consider the actions described in each document:In document A, the man is being investigated for an accidental shooting. In document B, a shooting occurs at the home of Tahirah Phillips, resulting in the death of her 4-year-old daughter. These actions are clearly related to the same event.Based on my analysis, it seems clear that documents A and B are referring to the same event - a shooting that occurred at the home of Tahirah Phillips in Philadelphia. The common context, actors, objects, and actions described in each document all point to the same event.",shooting,gunshot,shooting ,gunshot ,0,0,NOUN,NOUN,1,1,541769
