pairs,scores_lh_prev,coref_label
"('37_7ecb.xml_22', '37_3ecb.xml_55')",1,1
"('37_7ecb.xml_22', '37_4ecb.xml_43')",1,1
"('37_7ecb.xml_22', '37_5ecb.xml_19')",0,1
"('37_7ecb.xml_22', '37_6ecb.xml_15')",0,1
"('40_1ecbplus.xml_27', '40_10ecbplus.xml_8')",1,1
"('40_1ecbplus.xml_44', '40_10ecbplus.xml_7')",1,1
"('40_1ecbplus.xml_7', '40_10ecbplus.xml_8')",1,1
"('40_1ecbplus.xml_7', '40_1ecbplus.xml_27')",1,1
"('40_1ecbplus.xml_8', '40_10ecbplus.xml_9')",1,1
"('40_1ecbplus.xml_9', '40_10ecbplus.xml_9')",1,1
"('40_1ecbplus.xml_9', '40_1ecbplus.xml_8')",1,1
"('40_2ecbplus.xml_14', '40_10ecbplus.xml_8')",1,1
"('40_2ecbplus.xml_14', '40_1ecbplus.xml_27')",1,1
"('40_2ecbplus.xml_14', '40_1ecbplus.xml_7')",1,1
"('40_3ecbplus.xml_24', '40_1ecbplus.xml_40')",1,1
"('40_3ecbplus.xml_3', '40_10ecbplus.xml_8')",1,1
"('40_3ecbplus.xml_3', '40_1ecbplus.xml_27')",1,1
"('40_3ecbplus.xml_3', '40_1ecbplus.xml_7')",1,1
"('40_3ecbplus.xml_3', '40_2ecbplus.xml_14')",1,1
"('40_3ecbplus.xml_4', '40_10ecbplus.xml_9')",1,1
"('40_3ecbplus.xml_4', '40_1ecbplus.xml_8')",1,1
"('40_3ecbplus.xml_4', '40_1ecbplus.xml_9')",1,1
"('40_3ecbplus.xml_5', '40_1ecbplus.xml_26')",1,1
"('40_3ecbplus.xml_6', '40_10ecbplus.xml_9')",1,1
"('40_3ecbplus.xml_6', '40_1ecbplus.xml_8')",1,1
"('40_3ecbplus.xml_6', '40_1ecbplus.xml_9')",1,1
"('40_3ecbplus.xml_6', '40_3ecbplus.xml_4')",1,1
"('40_3ecbplus.xml_7', '40_10ecbplus.xml_8')",1,1
"('40_3ecbplus.xml_7', '40_1ecbplus.xml_27')",1,1
"('40_3ecbplus.xml_7', '40_1ecbplus.xml_7')",1,1
"('40_3ecbplus.xml_7', '40_2ecbplus.xml_14')",1,1
"('40_3ecbplus.xml_7', '40_3ecbplus.xml_3')",1,1
"('40_3ecbplus.xml_8', '40_1ecbplus.xml_28')",1,1
"('40_3ecbplus.xml_9', '40_1ecbplus.xml_10')",1,1
"('40_4ecbplus.xml_6', '40_4ecbplus.xml_4')",1,1
"('40_5ecbplus.xml_27', '40_10ecbplus.xml_9')",1,1
"('40_5ecbplus.xml_27', '40_1ecbplus.xml_8')",1,1
"('40_5ecbplus.xml_27', '40_1ecbplus.xml_9')",1,1
"('40_5ecbplus.xml_27', '40_3ecbplus.xml_4')",1,1
"('40_5ecbplus.xml_27', '40_3ecbplus.xml_6')",1,1
"('40_5ecbplus.xml_37', '40_11ecbplus.xml_39')",1,1
"('40_5ecbplus.xml_4', '40_10ecbplus.xml_8')",1,1
"('40_5ecbplus.xml_4', '40_1ecbplus.xml_27')",1,1
"('40_5ecbplus.xml_4', '40_1ecbplus.xml_7')",1,1
"('40_5ecbplus.xml_4', '40_2ecbplus.xml_14')",1,1
"('40_5ecbplus.xml_4', '40_3ecbplus.xml_3')",1,1
"('40_5ecbplus.xml_4', '40_3ecbplus.xml_7')",1,1
"('40_5ecbplus.xml_6', '40_11ecbplus.xml_15')",1,1
"('40_6ecbplus.xml_4', '40_10ecbplus.xml_8')",1,1
"('40_6ecbplus.xml_4', '40_1ecbplus.xml_27')",1,1
"('40_6ecbplus.xml_4', '40_1ecbplus.xml_7')",1,1
"('40_6ecbplus.xml_4', '40_2ecbplus.xml_14')",1,1
"('40_6ecbplus.xml_4', '40_3ecbplus.xml_3')",1,1
"('40_6ecbplus.xml_4', '40_3ecbplus.xml_7')",1,1
"('40_6ecbplus.xml_4', '40_5ecbplus.xml_4')",1,1
"('40_6ecbplus.xml_5', '40_10ecbplus.xml_7')",1,1
"('40_6ecbplus.xml_5', '40_1ecbplus.xml_44')",1,1
"('40_7ecbplus.xml_4', '40_10ecbplus.xml_8')",1,1
"('40_7ecbplus.xml_4', '40_1ecbplus.xml_27')",1,1
"('40_7ecbplus.xml_4', '40_1ecbplus.xml_7')",1,1
"('40_7ecbplus.xml_4', '40_2ecbplus.xml_14')",1,1
"('40_7ecbplus.xml_4', '40_3ecbplus.xml_3')",1,1
"('40_7ecbplus.xml_4', '40_3ecbplus.xml_7')",1,1
"('40_7ecbplus.xml_4', '40_5ecbplus.xml_4')",1,1
"('40_7ecbplus.xml_4', '40_6ecbplus.xml_4')",1,1
"('40_7ecbplus.xml_6', '40_10ecbplus.xml_9')",1,1
"('40_7ecbplus.xml_6', '40_1ecbplus.xml_8')",1,1
"('40_7ecbplus.xml_6', '40_1ecbplus.xml_9')",1,1
"('40_7ecbplus.xml_6', '40_3ecbplus.xml_4')",1,1
"('40_7ecbplus.xml_6', '40_3ecbplus.xml_6')",1,1
"('40_7ecbplus.xml_6', '40_5ecbplus.xml_27')",1,1
"('40_8ecbplus.xml_12', '40_10ecbplus.xml_8')",1,1
"('40_8ecbplus.xml_12', '40_1ecbplus.xml_27')",1,1
"('40_8ecbplus.xml_12', '40_1ecbplus.xml_7')",1,1
"('40_8ecbplus.xml_12', '40_2ecbplus.xml_14')",1,1
"('40_8ecbplus.xml_12', '40_3ecbplus.xml_3')",1,1
"('40_8ecbplus.xml_12', '40_3ecbplus.xml_7')",1,1
"('40_8ecbplus.xml_12', '40_5ecbplus.xml_4')",1,1
"('40_8ecbplus.xml_12', '40_6ecbplus.xml_4')",1,1
"('40_8ecbplus.xml_12', '40_7ecbplus.xml_4')",1,1
"('40_9ecbplus.xml_13', '40_10ecbplus.xml_8')",1,1
"('40_9ecbplus.xml_13', '40_1ecbplus.xml_27')",1,1
"('40_9ecbplus.xml_13', '40_1ecbplus.xml_7')",1,1
"('40_9ecbplus.xml_13', '40_2ecbplus.xml_14')",1,1
"('40_9ecbplus.xml_13', '40_3ecbplus.xml_3')",1,1
"('40_9ecbplus.xml_13', '40_3ecbplus.xml_7')",1,1
"('40_9ecbplus.xml_13', '40_5ecbplus.xml_4')",0,1
"('40_9ecbplus.xml_13', '40_6ecbplus.xml_4')",1,1
"('40_9ecbplus.xml_13', '40_7ecbplus.xml_4')",1,1
"('40_9ecbplus.xml_13', '40_8ecbplus.xml_12')",1,1
"('40_9ecbplus.xml_17', '40_10ecbplus.xml_8')",1,1
"('40_9ecbplus.xml_17', '40_1ecbplus.xml_27')",1,1
"('40_9ecbplus.xml_17', '40_1ecbplus.xml_7')",1,1
"('40_9ecbplus.xml_17', '40_2ecbplus.xml_14')",1,1
"('40_9ecbplus.xml_17', '40_3ecbplus.xml_3')",1,1
"('40_9ecbplus.xml_17', '40_3ecbplus.xml_7')",1,1
"('40_9ecbplus.xml_17', '40_5ecbplus.xml_4')",1,1
"('40_9ecbplus.xml_17', '40_6ecbplus.xml_4')",1,1
"('40_9ecbplus.xml_17', '40_7ecbplus.xml_4')",1,1
"('40_9ecbplus.xml_17', '40_8ecbplus.xml_12')",1,1
"('40_9ecbplus.xml_17', '40_9ecbplus.xml_13')",1,1
"('40_9ecbplus.xml_32', '40_9ecbplus.xml_31')",1,1
"('37_10ecbplus.xml_65', '37_10ecbplus.xml_20')",1,1
"('37_10ecbplus.xml_7', '37_10ecbplus.xml_15')",1,1
"('37_11ecbplus.xml_10', '37_10ecbplus.xml_8')",1,1
"('37_11ecbplus.xml_12', '37_10ecbplus.xml_8')",1,1
"('37_11ecbplus.xml_12', '37_11ecbplus.xml_10')",0,1
"('37_11ecbplus.xml_14', '37_10ecbplus.xml_15')",1,1
"('37_11ecbplus.xml_14', '37_10ecbplus.xml_7')",0,1
"('37_11ecbplus.xml_15', '37_10ecbplus.xml_8')",1,1
"('37_11ecbplus.xml_15', '37_11ecbplus.xml_10')",1,1
"('37_11ecbplus.xml_15', '37_11ecbplus.xml_12')",1,1
"('37_11ecbplus.xml_9', '37_10ecbplus.xml_15')",1,1
"('37_11ecbplus.xml_9', '37_10ecbplus.xml_7')",1,1
"('37_11ecbplus.xml_9', '37_11ecbplus.xml_14')",1,1
"('37_12ecbplus.xml_24', '37_10ecbplus.xml_15')",1,1
"('37_12ecbplus.xml_24', '37_10ecbplus.xml_7')",1,1
"('37_12ecbplus.xml_24', '37_11ecbplus.xml_14')",1,1
"('37_12ecbplus.xml_24', '37_11ecbplus.xml_9')",1,1
"('37_12ecbplus.xml_25', '37_11ecbplus.xml_14')",1,1
"('37_12ecbplus.xml_25', '37_12ecbplus.xml_24')",1,1
"('37_12ecbplus.xml_7', '37_10ecbplus.xml_8')",1,1
"('37_12ecbplus.xml_7', '37_11ecbplus.xml_10')",1,1
"('37_12ecbplus.xml_7', '37_11ecbplus.xml_12')",1,1
"('37_12ecbplus.xml_7', '37_11ecbplus.xml_15')",1,1
"('37_12ecbplus.xml_8', '37_12ecbplus.xml_10')",1,1
"('37_12ecbplus.xml_9', '37_10ecbplus.xml_8')",1,1
"('37_12ecbplus.xml_9', '37_11ecbplus.xml_10')",1,1
"('37_12ecbplus.xml_9', '37_11ecbplus.xml_12')",1,1
"('37_12ecbplus.xml_9', '37_11ecbplus.xml_15')",1,1
"('37_12ecbplus.xml_9', '37_12ecbplus.xml_7')",0,1
"('37_13ecbplus.xml_10', '37_11ecbplus.xml_14')",0,1
"('37_13ecbplus.xml_10', '37_12ecbplus.xml_24')",1,1
"('37_13ecbplus.xml_10', '37_12ecbplus.xml_25')",1,1
"('37_13ecbplus.xml_11', '37_10ecbplus.xml_8')",0,1
"('37_13ecbplus.xml_11', '37_11ecbplus.xml_10')",1,1
"('37_13ecbplus.xml_11', '37_11ecbplus.xml_12')",1,1
"('37_13ecbplus.xml_11', '37_11ecbplus.xml_15')",1,1
"('37_13ecbplus.xml_11', '37_12ecbplus.xml_9')",1,1
"('37_13ecbplus.xml_12', '37_11ecbplus.xml_14')",1,1
"('37_13ecbplus.xml_12', '37_12ecbplus.xml_24')",1,1
"('37_13ecbplus.xml_12', '37_12ecbplus.xml_25')",1,1
"('37_13ecbplus.xml_12', '37_13ecbplus.xml_10')",1,1
"('37_13ecbplus.xml_14', '37_10ecbplus.xml_8')",1,1
"('37_13ecbplus.xml_14', '37_11ecbplus.xml_10')",0,1
"('37_13ecbplus.xml_14', '37_11ecbplus.xml_12')",0,1
"('37_13ecbplus.xml_14', '37_11ecbplus.xml_15')",1,1
"('37_13ecbplus.xml_14', '37_12ecbplus.xml_7')",0,1
"('37_13ecbplus.xml_14', '37_12ecbplus.xml_9')",1,1
"('37_13ecbplus.xml_14', '37_13ecbplus.xml_11')",1,1
"('37_13ecbplus.xml_15', '37_10ecbplus.xml_17')",1,1
"('37_14ecbplus.xml_10', '37_13ecbplus.xml_13')",0,1
"('37_14ecbplus.xml_11', '37_10ecbplus.xml_17')",1,1
"('37_14ecbplus.xml_11', '37_13ecbplus.xml_15')",1,1
"('37_14ecbplus.xml_12', '37_12ecbplus.xml_10')",0,1
"('37_14ecbplus.xml_12', '37_12ecbplus.xml_8')",1,1
"('37_14ecbplus.xml_28', '37_12ecbplus.xml_63')",1,1
"('37_14ecbplus.xml_51', '37_10ecbplus.xml_15')",0,1
"('37_14ecbplus.xml_51', '37_10ecbplus.xml_7')",0,1
"('37_14ecbplus.xml_51', '37_11ecbplus.xml_14')",0,1
"('37_14ecbplus.xml_51', '37_11ecbplus.xml_9')",1,1
"('37_14ecbplus.xml_51', '37_12ecbplus.xml_24')",1,1
"('37_14ecbplus.xml_56', '37_12ecbplus.xml_10')",1,1
"('37_14ecbplus.xml_7', '37_10ecbplus.xml_8')",1,1
"('37_14ecbplus.xml_7', '37_11ecbplus.xml_10')",1,1
"('37_14ecbplus.xml_7', '37_11ecbplus.xml_12')",0,1
"('37_14ecbplus.xml_7', '37_11ecbplus.xml_15')",1,1
"('37_14ecbplus.xml_7', '37_12ecbplus.xml_9')",1,1
"('37_14ecbplus.xml_7', '37_13ecbplus.xml_11')",0,1
"('37_14ecbplus.xml_8', '37_11ecbplus.xml_14')",0,1
"('37_14ecbplus.xml_8', '37_12ecbplus.xml_24')",1,1
"('37_14ecbplus.xml_8', '37_12ecbplus.xml_25')",1,1
"('37_14ecbplus.xml_8', '37_13ecbplus.xml_10')",1,1
"('37_14ecbplus.xml_8', '37_13ecbplus.xml_12')",0,1
"('37_14ecbplus.xml_9', '37_10ecbplus.xml_8')",0,1
"('37_14ecbplus.xml_9', '37_11ecbplus.xml_10')",1,1
"('37_14ecbplus.xml_9', '37_11ecbplus.xml_12')",1,1
"('37_14ecbplus.xml_9', '37_11ecbplus.xml_15')",0,1
"('37_14ecbplus.xml_9', '37_12ecbplus.xml_7')",1,1
"('37_14ecbplus.xml_9', '37_12ecbplus.xml_9')",0,1
"('37_14ecbplus.xml_9', '37_13ecbplus.xml_11')",1,1
"('37_14ecbplus.xml_9', '37_13ecbplus.xml_14')",0,1
"('37_1ecbplus.xml_44', '37_10ecbplus.xml_17')",1,1
"('37_1ecbplus.xml_44', '37_13ecbplus.xml_15')",1,1
"('37_1ecbplus.xml_44', '37_14ecbplus.xml_11')",1,1
"('37_1ecbplus.xml_46', '37_11ecbplus.xml_14')",1,1
"('37_1ecbplus.xml_46', '37_12ecbplus.xml_24')",1,1
"('37_1ecbplus.xml_46', '37_12ecbplus.xml_25')",1,1
"('37_1ecbplus.xml_46', '37_13ecbplus.xml_10')",1,1
"('37_1ecbplus.xml_46', '37_13ecbplus.xml_12')",1,1
"('37_1ecbplus.xml_46', '37_14ecbplus.xml_8')",1,1
"('37_1ecbplus.xml_49', '37_10ecbplus.xml_17')",1,1
"('37_1ecbplus.xml_49', '37_13ecbplus.xml_15')",1,1
"('37_1ecbplus.xml_49', '37_14ecbplus.xml_11')",1,1
"('37_1ecbplus.xml_49', '37_1ecbplus.xml_44')",1,1
"('37_1ecbplus.xml_50', '37_10ecbplus.xml_19')",0,1
"('37_1ecbplus.xml_51', '37_10ecbplus.xml_20')",1,1
"('37_1ecbplus.xml_51', '37_10ecbplus.xml_65')",1,1
"('37_1ecbplus.xml_72', '37_1ecbplus.xml_48')",1,1
"('37_1ecbplus.xml_73', '37_10ecbplus.xml_75')",1,1
"('37_1ecbplus.xml_74', '37_10ecbplus.xml_76')",1,1
"('37_2ecbplus.xml_11', '37_10ecbplus.xml_15')",1,1
"('37_2ecbplus.xml_11', '37_10ecbplus.xml_7')",1,1
"('37_2ecbplus.xml_11', '37_11ecbplus.xml_14')",1,1
"('37_2ecbplus.xml_11', '37_11ecbplus.xml_9')",1,1
"('37_2ecbplus.xml_11', '37_12ecbplus.xml_24')",0,1
"('37_2ecbplus.xml_11', '37_14ecbplus.xml_51')",1,1
"('37_2ecbplus.xml_12', '37_10ecbplus.xml_8')",1,1
"('37_2ecbplus.xml_12', '37_11ecbplus.xml_10')",1,1
"('37_2ecbplus.xml_12', '37_11ecbplus.xml_12')",1,1
"('37_2ecbplus.xml_12', '37_11ecbplus.xml_15')",0,1
"('37_2ecbplus.xml_12', '37_12ecbplus.xml_7')",0,1
"('37_2ecbplus.xml_12', '37_12ecbplus.xml_9')",1,1
"('37_2ecbplus.xml_12', '37_13ecbplus.xml_11')",1,1
"('37_2ecbplus.xml_12', '37_13ecbplus.xml_14')",1,1
"('37_2ecbplus.xml_12', '37_14ecbplus.xml_7')",1,1
"('37_2ecbplus.xml_12', '37_14ecbplus.xml_9')",1,1
"('37_2ecbplus.xml_13', '37_10ecbplus.xml_15')",1,1
"('37_2ecbplus.xml_13', '37_10ecbplus.xml_7')",1,1
"('37_2ecbplus.xml_13', '37_11ecbplus.xml_14')",1,1
"('37_2ecbplus.xml_13', '37_11ecbplus.xml_9')",1,1
"('37_2ecbplus.xml_13', '37_12ecbplus.xml_24')",1,1
"('37_2ecbplus.xml_13', '37_12ecbplus.xml_25')",1,1
"('37_2ecbplus.xml_13', '37_13ecbplus.xml_10')",0,1
"('37_2ecbplus.xml_13', '37_13ecbplus.xml_12')",0,1
"('37_2ecbplus.xml_13', '37_14ecbplus.xml_51')",1,1
"('37_2ecbplus.xml_13', '37_14ecbplus.xml_8')",0,1
"('37_2ecbplus.xml_13', '37_1ecbplus.xml_46')",1,1
"('37_2ecbplus.xml_13', '37_2ecbplus.xml_11')",1,1
"('37_2ecbplus.xml_14', '37_10ecbplus.xml_8')",1,1
"('37_2ecbplus.xml_14', '37_11ecbplus.xml_10')",1,1
"('37_2ecbplus.xml_14', '37_11ecbplus.xml_12')",1,1
"('37_2ecbplus.xml_14', '37_11ecbplus.xml_15')",1,1
"('37_2ecbplus.xml_14', '37_12ecbplus.xml_7')",0,1
"('37_2ecbplus.xml_14', '37_12ecbplus.xml_9')",1,1
"('37_2ecbplus.xml_14', '37_13ecbplus.xml_11')",0,1
"('37_2ecbplus.xml_14', '37_13ecbplus.xml_14')",1,1
"('37_2ecbplus.xml_14', '37_14ecbplus.xml_7')",1,1
"('37_2ecbplus.xml_14', '37_14ecbplus.xml_9')",1,1
"('37_2ecbplus.xml_14', '37_2ecbplus.xml_12')",0,1
"('37_2ecbplus.xml_15', '37_1ecbplus.xml_48')",1,1
"('37_2ecbplus.xml_15', '37_1ecbplus.xml_72')",0,1
"('37_2ecbplus.xml_16', '37_10ecbplus.xml_17')",1,1
"('37_2ecbplus.xml_16', '37_13ecbplus.xml_15')",1,1
"('37_2ecbplus.xml_16', '37_14ecbplus.xml_11')",0,1
"('37_2ecbplus.xml_16', '37_1ecbplus.xml_44')",1,1
"('37_2ecbplus.xml_16', '37_1ecbplus.xml_49')",0,1
"('37_3ecbplus.xml_10', '37_10ecbplus.xml_17')",1,1
"('37_3ecbplus.xml_10', '37_13ecbplus.xml_15')",1,1
"('37_3ecbplus.xml_10', '37_14ecbplus.xml_11')",1,1
"('37_3ecbplus.xml_10', '37_1ecbplus.xml_44')",1,1
"('37_3ecbplus.xml_10', '37_1ecbplus.xml_49')",1,1
"('37_3ecbplus.xml_10', '37_2ecbplus.xml_16')",1,1
"('37_3ecbplus.xml_13', '37_10ecbplus.xml_15')",1,1
"('37_3ecbplus.xml_13', '37_10ecbplus.xml_7')",1,1
"('37_3ecbplus.xml_13', '37_11ecbplus.xml_14')",0,1
"('37_3ecbplus.xml_13', '37_11ecbplus.xml_9')",1,1
"('37_3ecbplus.xml_13', '37_12ecbplus.xml_24')",1,1
"('37_3ecbplus.xml_13', '37_14ecbplus.xml_51')",1,1
"('37_3ecbplus.xml_13', '37_2ecbplus.xml_11')",0,1
"('37_3ecbplus.xml_13', '37_2ecbplus.xml_13')",0,1
"('37_3ecbplus.xml_14', '37_10ecbplus.xml_8')",1,1
"('37_3ecbplus.xml_14', '37_11ecbplus.xml_10')",1,1
"('37_3ecbplus.xml_14', '37_11ecbplus.xml_12')",1,1
"('37_3ecbplus.xml_14', '37_11ecbplus.xml_15')",1,1
"('37_3ecbplus.xml_14', '37_12ecbplus.xml_9')",1,1
"('37_3ecbplus.xml_14', '37_13ecbplus.xml_11')",0,1
"('37_3ecbplus.xml_14', '37_13ecbplus.xml_14')",0,1
"('37_3ecbplus.xml_14', '37_14ecbplus.xml_7')",0,1
"('37_3ecbplus.xml_14', '37_14ecbplus.xml_9')",1,1
"('37_3ecbplus.xml_14', '37_2ecbplus.xml_12')",1,1
"('37_3ecbplus.xml_14', '37_2ecbplus.xml_14')",0,1
"('37_3ecbplus.xml_15', '37_10ecbplus.xml_15')",1,1
"('37_3ecbplus.xml_15', '37_10ecbplus.xml_7')",1,1
"('37_3ecbplus.xml_15', '37_11ecbplus.xml_14')",1,1
"('37_3ecbplus.xml_15', '37_11ecbplus.xml_9')",1,1
"('37_3ecbplus.xml_15', '37_12ecbplus.xml_24')",0,1
"('37_3ecbplus.xml_15', '37_12ecbplus.xml_25')",1,1
"('37_3ecbplus.xml_15', '37_13ecbplus.xml_10')",0,1
"('37_3ecbplus.xml_15', '37_13ecbplus.xml_12')",0,1
"('37_3ecbplus.xml_15', '37_14ecbplus.xml_51')",1,1
"('37_3ecbplus.xml_15', '37_14ecbplus.xml_8')",1,1
"('37_3ecbplus.xml_15', '37_1ecbplus.xml_46')",1,1
"('37_3ecbplus.xml_15', '37_2ecbplus.xml_11')",0,1
"('37_3ecbplus.xml_15', '37_2ecbplus.xml_13')",1,1
"('37_3ecbplus.xml_15', '37_3ecbplus.xml_13')",1,1
"('37_3ecbplus.xml_16', '37_10ecbplus.xml_8')",0,1
"('37_3ecbplus.xml_16', '37_11ecbplus.xml_10')",0,1
"('37_3ecbplus.xml_16', '37_11ecbplus.xml_12')",1,1
"('37_3ecbplus.xml_16', '37_11ecbplus.xml_15')",0,1
"('37_3ecbplus.xml_16', '37_12ecbplus.xml_9')",0,1
"('37_3ecbplus.xml_16', '37_13ecbplus.xml_11')",0,1
"('37_3ecbplus.xml_16', '37_13ecbplus.xml_14')",0,1
"('37_3ecbplus.xml_16', '37_14ecbplus.xml_7')",0,1
"('37_3ecbplus.xml_16', '37_14ecbplus.xml_9')",1,1
"('37_3ecbplus.xml_16', '37_2ecbplus.xml_12')",1,1
"('37_3ecbplus.xml_16', '37_2ecbplus.xml_14')",1,1
"('37_3ecbplus.xml_16', '37_3ecbplus.xml_14')",0,1
"('37_3ecbplus.xml_17', '37_10ecbplus.xml_17')",1,1
"('37_3ecbplus.xml_17', '37_13ecbplus.xml_15')",0,1
"('37_3ecbplus.xml_17', '37_1ecbplus.xml_44')",1,1
"('37_3ecbplus.xml_17', '37_1ecbplus.xml_49')",1,1
"('37_3ecbplus.xml_17', '37_2ecbplus.xml_16')",0,1
"('37_3ecbplus.xml_17', '37_3ecbplus.xml_10')",0,1
"('37_3ecbplus.xml_88', '37_1ecbplus.xml_48')",0,1
"('37_3ecbplus.xml_88', '37_1ecbplus.xml_72')",1,1
"('37_3ecbplus.xml_88', '37_2ecbplus.xml_15')",0,1
"('37_3ecbplus.xml_89', '37_1ecbplus.xml_48')",1,1
"('37_3ecbplus.xml_89', '37_1ecbplus.xml_72')",1,1
"('37_3ecbplus.xml_89', '37_2ecbplus.xml_15')",1,1
"('37_3ecbplus.xml_89', '37_3ecbplus.xml_88')",1,1
"('37_3ecbplus.xml_9', '37_11ecbplus.xml_14')",1,1
"('37_3ecbplus.xml_9', '37_12ecbplus.xml_24')",1,1
"('37_3ecbplus.xml_9', '37_12ecbplus.xml_25')",1,1
"('37_3ecbplus.xml_9', '37_13ecbplus.xml_10')",1,1
"('37_3ecbplus.xml_9', '37_13ecbplus.xml_12')",1,1
"('37_3ecbplus.xml_9', '37_14ecbplus.xml_8')",1,1
"('37_3ecbplus.xml_9', '37_1ecbplus.xml_45')",0,1
"('37_3ecbplus.xml_9', '37_1ecbplus.xml_46')",0,1
"('37_3ecbplus.xml_9', '37_2ecbplus.xml_13')",0,1
"('37_3ecbplus.xml_9', '37_3ecbplus.xml_15')",1,1
"('37_4ecbplus.xml_37', '37_10ecbplus.xml_15')",0,1
"('37_4ecbplus.xml_37', '37_10ecbplus.xml_7')",0,1
"('37_4ecbplus.xml_37', '37_11ecbplus.xml_14')",0,1
"('37_4ecbplus.xml_37', '37_11ecbplus.xml_9')",1,1
"('37_4ecbplus.xml_37', '37_12ecbplus.xml_24')",0,1
"('37_4ecbplus.xml_37', '37_12ecbplus.xml_25')",0,1
"('37_4ecbplus.xml_37', '37_13ecbplus.xml_10')",0,1
"('37_4ecbplus.xml_37', '37_13ecbplus.xml_12')",0,1
"('37_4ecbplus.xml_37', '37_14ecbplus.xml_51')",0,1
"('37_4ecbplus.xml_37', '37_14ecbplus.xml_8')",0,1
"('37_4ecbplus.xml_37', '37_1ecbplus.xml_46')",1,1
"('37_4ecbplus.xml_37', '37_2ecbplus.xml_11')",0,1
"('37_4ecbplus.xml_37', '37_2ecbplus.xml_13')",0,1
"('37_4ecbplus.xml_37', '37_3ecbplus.xml_13')",1,1
"('37_4ecbplus.xml_37', '37_3ecbplus.xml_15')",0,1
"('37_4ecbplus.xml_37', '37_3ecbplus.xml_9')",1,1
"('37_4ecbplus.xml_38', '37_10ecbplus.xml_8')",1,1
"('37_4ecbplus.xml_38', '37_11ecbplus.xml_10')",0,1
"('37_4ecbplus.xml_38', '37_11ecbplus.xml_12')",1,1
"('37_4ecbplus.xml_38', '37_11ecbplus.xml_15')",1,1
"('37_4ecbplus.xml_38', '37_12ecbplus.xml_9')",0,1
"('37_4ecbplus.xml_38', '37_13ecbplus.xml_11')",0,1
"('37_4ecbplus.xml_38', '37_13ecbplus.xml_14')",0,1
"('37_4ecbplus.xml_38', '37_14ecbplus.xml_7')",0,1
"('37_4ecbplus.xml_38', '37_14ecbplus.xml_9')",0,1
"('37_4ecbplus.xml_38', '37_2ecbplus.xml_12')",0,1
"('37_4ecbplus.xml_38', '37_2ecbplus.xml_14')",0,1
"('37_4ecbplus.xml_38', '37_3ecbplus.xml_14')",0,1
"('37_4ecbplus.xml_38', '37_3ecbplus.xml_16')",0,1
"('37_4ecbplus.xml_40', '37_12ecbplus.xml_10')",0,1
"('37_4ecbplus.xml_40', '37_12ecbplus.xml_8')",0,1
"('37_4ecbplus.xml_40', '37_14ecbplus.xml_12')",1,1
"('37_4ecbplus.xml_40', '37_14ecbplus.xml_56')",0,1
"('37_4ecbplus.xml_41', '37_10ecbplus.xml_17')",0,1
"('37_4ecbplus.xml_41', '37_13ecbplus.xml_15')",1,1
"('37_4ecbplus.xml_41', '37_14ecbplus.xml_11')",0,1
"('37_4ecbplus.xml_41', '37_1ecbplus.xml_44')",1,1
"('37_4ecbplus.xml_41', '37_1ecbplus.xml_49')",1,1
"('37_4ecbplus.xml_41', '37_2ecbplus.xml_16')",1,1
"('37_4ecbplus.xml_41', '37_3ecbplus.xml_10')",1,1
"('37_4ecbplus.xml_41', '37_3ecbplus.xml_17')",1,1
"('37_4ecbplus.xml_42', '37_1ecbplus.xml_47')",1,1
"('37_4ecbplus.xml_43', '37_10ecbplus.xml_19')",1,1
"('37_4ecbplus.xml_43', '37_1ecbplus.xml_50')",0,1
"('37_4ecbplus.xml_44', '37_10ecbplus.xml_20')",1,1
"('37_4ecbplus.xml_44', '37_10ecbplus.xml_65')",0,1
"('37_4ecbplus.xml_44', '37_1ecbplus.xml_51')",1,1
"('37_4ecbplus.xml_46', '37_11ecbplus.xml_44')",0,1
"('37_4ecbplus.xml_48', '37_10ecbplus.xml_17')",0,1
"('37_4ecbplus.xml_48', '37_13ecbplus.xml_15')",0,1
"('37_4ecbplus.xml_48', '37_14ecbplus.xml_11')",0,1
"('37_4ecbplus.xml_48', '37_1ecbplus.xml_44')",1,1
"('37_4ecbplus.xml_48', '37_1ecbplus.xml_49')",1,1
"('37_4ecbplus.xml_48', '37_2ecbplus.xml_16')",0,1
"('37_4ecbplus.xml_48', '37_3ecbplus.xml_10')",1,1
"('37_4ecbplus.xml_48', '37_3ecbplus.xml_17')",1,1
"('37_4ecbplus.xml_48', '37_4ecbplus.xml_41')",0,1
"('37_4ecbplus.xml_49', '37_10ecbplus.xml_15')",1,1
"('37_4ecbplus.xml_49', '37_10ecbplus.xml_7')",0,1
"('37_4ecbplus.xml_49', '37_11ecbplus.xml_14')",0,1
"('37_4ecbplus.xml_49', '37_11ecbplus.xml_9')",1,1
"('37_4ecbplus.xml_49', '37_12ecbplus.xml_24')",1,1
"('37_4ecbplus.xml_49', '37_12ecbplus.xml_25')",0,1
"('37_4ecbplus.xml_49', '37_13ecbplus.xml_10')",1,1
"('37_4ecbplus.xml_49', '37_13ecbplus.xml_12')",1,1
"('37_4ecbplus.xml_49', '37_14ecbplus.xml_51')",0,1
"('37_4ecbplus.xml_49', '37_14ecbplus.xml_8')",1,1
